first_name,last_name,pos_qb,pos_rb,pos_wr,pos_te,team_win_pct_weighted,fantasy_adp,age,is_rookie,nfl_draft_round,seasons_played,avg_games,avg_completions,avg_attempts,avg_passing_yards,avg_passing_tds,avg_interceptions,avg_carries,avg_rushing_yards,avg_rushing_tds,avg_receptions,avg_targets,avg_receiving_yards,avg_receiving_tds,avg_points_per_game
Tyrion,Davis-Price,0,1,0,0,0.614,999.0,25.0,0,3.0,2,2.33,0.0,0.0,0.0,0.0,0.0,15.33,47.0,0.0,0.0,0.67,0.0,0.0,2.06
Xavier,Hutchinson,0,0,1,0,0.368,999.0,25.0,0,6.0,1,13.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,0.0,12.0,23.0,99.0,0.0,2.06
Jack,Stoll,0,0,0,1,0.567,999.0,27.0,0,0.0,3,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,9.83,65.33,0.0,2.05
Malik,Willis,1,0,0,0,0.617,999.0,26.0,0,3.0,2,3.67,13.0,23.67,141.33,0.0,1.0,12.33,55.0,0.33,0.0,0.0,0.0,0.0,1.94
Payne,Durham,0,0,0,1,0.576,999.0,25.0,0,5.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,76.0,0.0,1.94
Ben,Sims,0,0,0,1,0.617,999.0,25.0,0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,25.0,1.0,1.93
Tim,Jones,0,0,1,0,0.386,999.0,27.0,0,0.0,2,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,13.33,65.33,0.0,1.93
Tank,Bigsby,0,1,0,0,0.386,999.0,23.0,0,3.0,1,13.0,0.0,0.0,0.0,0.0,0.0,50.0,132.0,2.0,1.0,4.0,6.0,0.0,1.91
Tucker,Fisk,0,0,0,1,0.44,999.0,26.0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.9
Stephen,Sullivan,0,0,0,1,0.27,999.0,28.0,0,7.0,3,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,14.17,77.83,0.0,1.78
Sean,Tucker,0,1,0,0,0.576,999.0,24.0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,0.0,2.0,2.0,9.0,0.0,1.73
Trent,Taylor,0,0,1,0,0.661,999.0,31.0,0,5.0,4,4.1,0.0,0.0,0.0,0.0,0.0,1.6,3.7,0.0,3.2,6.5,35.4,0.0,1.73
Cody,White,0,0,1,0,0.546,999.0,26.0,0,0.0,2,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,2.67,12.33,0.0,1.72
Rakim,Jarrett,0,0,1,0,0.576,999.0,24.0,0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0,60.0,0.0,1.67
James,Proche,0,0,1,0,0.536,999.0,29.0,0,6.0,4,4.6,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,5.7,11.4,60.4,0.0,1.64
Tim,Boyle,1,0,0,0,0.381,999.0,31.0,0,0.0,5,3.33,28.93,46.87,235.0,0.93,3.07,4.33,2.07,0.0,0.0,0.0,0.0,0.0,1.64
Jaelon,Darden,0,0,1,0,0.546,999.0,26.0,0,4.0,2,4.33,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.33,5.33,31.67,0.0,1.61
Chris,Manhertz,0,0,0,1,0.381,999.0,33.0,0,0.0,5,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,6.4,38.4,0.2,1.58
Nate,Adkins,0,0,0,1,0.388,999.0,26.0,0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,22.0,0.0,1.55
Mason,Kinsey,0,0,1,0,0.498,999.0,27.0,0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.5
Julian,Hill,0,0,0,1,0.567,999.0,25.0,0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,48.0,0.0,1.47
Charlie,Woerner,0,0,0,1,0.392,999.0,28.0,0,6.0,4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.6,26.8,0.0,1.46
Darnell,Washington,0,0,0,1,0.583,999.0,24.0,0,3.0,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,61.0,0.0,1.46
Kayshon,Boutte,0,0,1,0,0.43,999.0,23.0,0,6.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,19.0,0.0,1.3
Clayton,Tune,1,0,0,0,0.359,999.0,26.0,0,5.0,1,6.0,12.0,21.0,62.0,0.0,2.0,8.0,30.0,1.0,0.0,0.0,0.0,0.0,1.25
Erik,Ezukanma,0,0,1,0,0.567,999.0,25.0,0,4.0,2,1.67,0.0,0.0,0.0,0.0,0.0,3.33,14.67,0.0,0.33,1.0,1.0,0.0,1.17
Kyle,Trask,1,0,0,0,0.576,999.0,27.0,0,2.0,2,1.67,1.0,3.67,7.67,0.0,0.0,0.67,-0.67,0.0,0.0,0.0,0.0,0.0,0.27
Hunter,Long,0,0,0,1,0.537,999.0,27.0,0,3.0,2,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,2.67,0.0,0.2
AJ,Barner,0,0,0,1,0.546,999.0,23.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Shampklin,0,1,0,0,0.583,999.0,26.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ainias,Smith,0,0,1,0,0.614,999.0,24.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Gould,0,0,1,0,0.47,999.0,24.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baylor,Cupp,0,0,0,1,0.743,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Sinnott,0,0,0,1,0.324,999.0,23.0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake,Watson,0,1,0,0,0.388,999.0,26.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake,Whiteheart,0,0,0,1,0.536,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braelon,Allen,0,1,0,0,0.34,999.0,21.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brayden,Willis,0,0,0,1,0.661,999.0,26.0,1,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brenden,Bates,0,0,0,1,0.536,999.0,26.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brevyn,Spann-Ford,0,0,0,1,0.648,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
British,Brooks,0,1,0,0,0.368,999.0,26.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce,Ford-Wheaton,0,0,1,0,0.381,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce,Oliver,0,0,1,0,0.498,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brycen,Tremayne,0,0,1,0,0.324,999.0,26.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bub,Means,0,0,1,0,0.546,999.0,24.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cade,Stover,0,0,0,1,0.368,999.0,25.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam,Grandy,0,0,0,1,0.538,999.0,26.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carson,Steele,0,1,0,0,0.743,999.0,23.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casey,Washington,0,0,1,0,0.392,999.0,24.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chig,Okonkwo,0,0,0,1,0.498,999.0,26.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Blair,0,0,1,0,0.392,999.0,28.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Collier,0,1,0,0,0.462,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Oladokun,1,0,0,0,0.743,999.0,28.0,1,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody,Schrader,0,1,0,0,0.537,999.0,26.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ,Chark,0,0,1,0,0.44,999.0,29.0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ,Turner,0,0,1,0,0.462,999.0,28.0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallin,Holker,0,0,0,1,0.546,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan,Chisena,0,0,1,0,0.27,999.0,28.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David,Martin-Robinson,0,0,0,1,0.498,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dee,Eskridge,0,0,1,0,0.567,999.0,28.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devaughn,Vele,0,0,1,0,0.388,999.0,27.0,1,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin,Culp,0,0,0,1,0.576,999.0,25.0,1,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devontez,Walker,0,0,1,0,0.656,999.0,24.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drake,Maye,1,0,0,0,0.43,999.0,23.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan,Laube,0,1,0,0,0.462,999.0,25.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.J.,Jenkins,0,0,0,1,0.614,999.0,27.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick,All,0,0,0,1,0.538,999.0,25.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Holani,0,1,0,0,0.546,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,DuBose,0,0,1,0,0.567,999.0,24.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hendon,Hooker,1,0,0,0,0.469,999.0,27.0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irvin,Charles,0,0,1,0,0.34,999.0,28.0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Isaac,Guerendo,0,1,0,0,0.661,999.0,25.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah,Davis,0,1,0,0,0.34,999.0,23.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah,Williams,0,0,1,0,0.538,999.0,24.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ja'Tavion,Sanders,0,0,0,1,0.27,999.0,22.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JaMycal,Hasty,0,1,0,0,0.43,999.0,29.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob,Cowing,0,0,1,0,0.661,999.0,24.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob,Kibodi,0,1,0,0,0.536,999.0,27.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaheim,Bell,0,0,0,1,0.43,999.0,24.0,1,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake,Haener,1,0,0,0,0.546,999.0,26.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen,Coker,0,0,1,0,0.27,999.0,24.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen,McMillan,0,0,1,0,0.576,999.0,23.0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamari,Thrash,0,0,1,0,0.536,999.0,24.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared,Wayne,0,0,1,0,0.368,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared,Wiley,0,0,0,1,0.743,999.0,25.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jase,McClellan,0,1,0,0,0.392,999.0,23.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javon,Baker,0,0,1,0,0.43,999.0,23.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jermaine,Burton,0,0,1,0,0.538,999.0,24.0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jermaine,Jackson,0,0,1,0,0.546,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jha'Quan,Jackson,0,0,1,0,0.498,999.0,25.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Milton,1,0,0,0,0.43,999.0,25.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny,Wilson,0,0,1,0,0.614,999.0,24.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,Mims,0,1,0,0,0.546,999.0,26.0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Jordan,Whittington,0,0,1,0,0.537,999.0,25.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kameron,Johnson,0,0,1,0,0.576,999.0,23.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendric,Pryor,0,0,1,0,0.538,999.0,27.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny,McIntosh,0,1,0,0,0.546,999.0,25.0,1,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Austin,0,0,1,0,0.546,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke,McCaffrey,0,0,1,0,0.324,999.0,24.0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malachi,Corley,0,0,1,0,0.34,999.0,23.0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik,Washington,0,0,1,0,0.567,999.0,24.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason,Tipton,0,0,1,0,0.546,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Penix,1,0,0,0,0.392,999.0,25.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikko,Remigio,0,0,1,0,0.743,999.0,26.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramel,Keyton,0,0,1,0,0.462,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rasheen,Ali,0,1,0,0,0.656,999.0,24.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Flournoy,0,0,1,0,0.648,999.0,26.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Miller,0,0,1,0,0.576,999.0,25.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sincere,McCormick,0,1,0,0,0.462,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sione,Vaki,0,1,0,0,0.469,999.0,24.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spencer,Rattler,1,0,0,0,0.546,999.0,25.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner,Conner,0,0,1,0,0.567,999.0,27.0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Tanner,McKee,1,0,0,0,0.614,999.0,25.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tay,Martin,0,0,1,0,0.498,999.0,27.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrell,Jennings,0,1,0,0,0.43,999.0,24.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Theo,Johnson,0,0,0,1,0.381,999.0,24.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tip,Reiman,0,0,0,1,0.359,999.0,24.0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Franklin,0,0,1,0,0.388,999.0,22.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyreik,McAllister,0,1,0,0,0.462,999.0,27.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrell,Shavers,0,0,1,0,0.712,999.0,26.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will,Shipley,0,1,0,0,0.614,999.0,23.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier,Smith,0,0,1,0,0.537,999.0,28.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier,Weaver,0,0,1,0,0.359,999.0,25.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach,Davidson,0,0,0,1,0.712,999.0,27.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feleipe,Franks,0,0,0,1,0.27,999.0,27.0,0,0.0,2,2.33,0.0,0.33,0.0,0.0,0.33,1.67,2.0,0.0,0.0,1.33,0.0,0.0,-0.16
Alex,Bachman,0,0,1,0,0.462,999.0,29.0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,-0.3
